Run,Current State,Current Step Number,Next State,Next Step Number
163,Proposing,10,Negotiating,11
163,Negotiating,11,Negotiating,12
163,Negotiating,12,Closing,13
163,Closing,13,Maintaining,14
164,Prospecting,1,Prospecting,2
164,Prospecting,2,Prospecting,3
164,Prospecting,3,Qualifying,4
164,Qualifying,4,Proposing,5
164,Proposing,5,Qualifying,6
164,Qualifying,6,Qualifying,7
164,Qualifying,7,Qualifying,8
164,Qualifying,8,Proposing,9
164,Proposing,9,Proposing,10
164,Proposing,10,Proposing,11
164,Proposing,11,Negotiating,12
164,Negotiating,12,Closing,13
164,Closing,13,Maintaining,14
165,Prospecting,1,Qualifying,2
165,Qualifying,2,Proposing,3
165,Proposing,3,Closing,4
165,Closing,4,Proposing,5
165,Proposing,5,Proposing,6
165,Proposing,6,Negotiating,7
165,Negotiating,7,Proposing,8
165,Proposing,8,Negotiating,9
165,Negotiating,9,Negotiating,10
165,Negotiating,10,Negotiating,11
165,Negotiating,11,Negotiating,12
165,Negotiating,12,Closing,13
165,Closing,13,Prospecting,14
165,Prospecting,14,Prospecting,15
165,Prospecting,15,Qualifying,16
165,Qualifying,16,Qualifying,17
165,Qualifying,17,Qualifying,18
165,Qualifying,18,Qualifying,19
165,Qualifying,19,Qualifying,20
165,Qualifying,20,Qualifying,21
165,Qualifying,21,Qualifying,22
165,Qualifying,22,Proposing,23
165,Proposing,23,Closing,24
165,Closing,24,Prospecting,25
165,Prospecting,25,Prospecting,26
165,Prospecting,26,Qualifying,27
165,Qualifying,27,Qualifying,28
165,Qualifying,28,Qualifying,29
165,Qualifying,29,Proposing,30
165,Proposing,30,Closing,31
165,Closing,31,Proposing,32
165,Proposing,32,Negotiating,33
165,Negotiating,33,Closing,34
165,Closing,34,Maintaining,35
166,Prospecting,1,Qualifying,2
166,Qualifying,2,Qualifying,3
166,Qualifying,3,Qualifying,4
166,Qualifying,4,Proposing,5
166,Proposing,5,Qualifying,6
166,Qualifying,6,Qualifying,7
166,Qualifying,7,Qualifying,8
166,Qualifying,8,Proposing,9
166,Proposing,9,Negotiating,10
166,Negotiating,10,Negotiating,11
166,Negotiating,11,Closing,12
166,Closing,12,Closing,13
166,Closing,13,Prospecting,14
166,Prospecting,14,Qualifying,15
166,Qualifying,15,Proposing,16
166,Proposing,16,Closing,17
166,Closing,17,Prospecting,18
166,Prospecting,18,Prospecting,19
166,Prospecting,19,Qualifying,20
166,Qualifying,20,Qualifying,21
166,Qualifying,21,Proposing,22
166,Proposing,22,Negotiating,23
166,Negotiating,23,Negotiating,24
166,Negotiating,24,Closing,25
166,Closing,25,Proposing,26
166,Proposing,26,Qualifying,27
166,Qualifying,27,Proposing,28
166,Proposing,28,Negotiating,29
166,Negotiating,29,Proposing,30
166,Proposing,30,Closing,31
166,Closing,31,Closing,32
166,Closing,32,Prospecting,33
166,Prospecting,33,Qualifying,34
166,Qualifying,34,Proposing,35
166,Proposing,35,Closing,36
166,Closing,36,Maintaining,37
167,Prospecting,1,Prospecting,2
167,Prospecting,2,Prospecting,3
167,Prospecting,3,Prospecting,4
167,Prospecting,4,Qualifying,5
167,Qualifying,5,Qualifying,6
167,Qualifying,6,Qualifying,7
167,Qualifying,7,Qualifying,8
167,Qualifying,8,Qualifying,9
167,Qualifying,9,Qualifying,10
167,Qualifying,10,Qualifying,11
167,Qualifying,11,Proposing,12
167,Proposing,12,Proposing,13
167,Proposing,13,Negotiating,14
167,Negotiating,14,Proposing,15
167,Proposing,15,Negotiating,16
167,Negotiating,16,Closing,17
167,Closing,17,Closing,18
167,Closing,18,Maintaining,19
168,Prospecting,1,Prospecting,2
168,Prospecting,2,Prospecting,3
168,Prospecting,3,Prospecting,4
168,Prospecting,4,Qualifying,5
168,Qualifying,5,Qualifying,6
168,Qualifying,6,Qualifying,7
168,Qualifying,7,Proposing,8
168,Proposing,8,Negotiating,9
168,Negotiating,9,Closing,10
168,Closing,10,Maintaining,11
169,Prospecting,1,Prospecting,2
169,Prospecting,2,Qualifying,3
169,Qualifying,3,Qualifying,4
169,Qualifying,4,Proposing,5
169,Proposing,5,Negotiating,6
169,Negotiating,6,Closing,7
169,Closing,7,Closing,8
169,Closing,8,Closing,9
169,Closing,9,Maintaining,10
170,Prospecting,1,Prospecting,2
170,Prospecting,2,Qualifying,3
170,Qualifying,3,Proposing,4
170,Proposing,4,Closing,5
170,Closing,5,Prospecting,6
170,Prospecting,6,Prospecting,7
170,Prospecting,7,Prospecting,8
170,Prospecting,8,Qualifying,9
170,Qualifying,9,Proposing,10
170,Proposing,10,Proposing,11
170,Proposing,11,Negotiating,12
170,Negotiating,12,Negotiating,13
170,Negotiating,13,Closing,14
170,Closing,14,Maintaining,15
171,Prospecting,1,Prospecting,2
171,Prospecting,2,Qualifying,3
171,Qualifying,3,Qualifying,4
171,Qualifying,4,Qualifying,5
171,Qualifying,5,Qualifying,6
171,Qualifying,6,Qualifying,7
171,Qualifying,7,Qualifying,8
171,Qualifying,8,Qualifying,9
171,Qualifying,9,Qualifying,10
171,Qualifying,10,Qualifying,11
171,Qualifying,11,Qualifying,12
171,Qualifying,12,Qualifying,13
171,Qualifying,13,Proposing,14
171,Proposing,14,Proposing,15
171,Proposing,15,Proposing,16
171,Proposing,16,Proposing,17
171,Proposing,17,Negotiating,18
171,Negotiating,18,Closing,19
171,Closing,19,Prospecting,20
171,Prospecting,20,Prospecting,21
171,Prospecting,21,Qualifying,22
171,Qualifying,22,Qualifying,23
171,Qualifying,23,Qualifying,24
171,Qualifying,24,Proposing,25
171,Proposing,25,Proposing,26
171,Proposing,26,Closing,27
171,Closing,27,Maintaining,28
172,Prospecting,1,Qualifying,2
172,Qualifying,2,Proposing,3
172,Proposing,3,Negotiating,4
172,Negotiating,4,Negotiating,5
172,Negotiating,5,Proposing,6
172,Proposing,6,Negotiating,7
172,Negotiating,7,Closing,8
172,Closing,8,Prospecting,9
172,Prospecting,9,Qualifying,10
172,Qualifying,10,Proposing,11
172,Proposing,11,Proposing,12
172,Proposing,12,Proposing,13
172,Proposing,13,Negotiating,14
172,Negotiating,14,Negotiating,15
172,Negotiating,15,Closing,16
172,Closing,16,Closing,17
172,Closing,17,Maintaining,18
173,Prospecting,1,Qualifying,2
173,Qualifying,2,Proposing,3
173,Proposing,3,Closing,4
173,Closing,4,Maintaining,5
174,Prospecting,1,Qualifying,2
174,Qualifying,2,Qualifying,3
174,Qualifying,3,Qualifying,4
174,Qualifying,4,Proposing,5
174,Proposing,5,Negotiating,6
174,Negotiating,6,Closing,7
174,Closing,7,Maintaining,8
175,Prospecting,1,Qualifying,2
175,Qualifying,2,Proposing,3
175,Proposing,3,Negotiating,4
175,Negotiating,4,Closing,5
175,Closing,5,Maintaining,6
176,Prospecting,1,Qualifying,2
176,Qualifying,2,Proposing,3
176,Proposing,3,Qualifying,4
176,Qualifying,4,Qualifying,5
176,Qualifying,5,Proposing,6
176,Proposing,6,Proposing,7
176,Proposing,7,Proposing,8
176,Proposing,8,Negotiating,9
176,Negotiating,9,Negotiating,10
176,Negotiating,10,Closing,11
176,Closing,11,Closing,12
176,Closing,12,Maintaining,13
177,Prospecting,1,Qualifying,2
177,Qualifying,2,Proposing,3
177,Proposing,3,Negotiating,4
177,Negotiating,4,Closing,5
177,Closing,5,Prospecting,6
177,Prospecting,6,Qualifying,7
177,Qualifying,7,Proposing,8
177,Proposing,8,Qualifying,9
177,Qualifying,9,Qualifying,10
177,Qualifying,10,Qualifying,11
177,Qualifying,11,Proposing,12
177,Proposing,12,Closing,13
177,Closing,13,Maintaining,14
178,Prospecting,1,Prospecting,2
178,Prospecting,2,Prospecting,3
178,Prospecting,3,Qualifying,4
178,Qualifying,4,Proposing,5
178,Proposing,5,Proposing,6
178,Proposing,6,Proposing,7
178,Proposing,7,Proposing,8
178,Proposing,8,Qualifying,9
178,Qualifying,9,Proposing,10
178,Proposing,10,Negotiating,11
178,Negotiating,11,Negotiating,12
178,Negotiating,12,Closing,13
178,Closing,13,Maintaining,14
179,Prospecting,1,Prospecting,2
179,Prospecting,2,Qualifying,3
179,Qualifying,3,Qualifying,4
179,Qualifying,4,Qualifying,5
179,Qualifying,5,Qualifying,6
179,Qualifying,6,Proposing,7
179,Proposing,7,Negotiating,8
179,Negotiating,8,Negotiating,9
179,Negotiating,9,Negotiating,10
179,Negotiating,10,Proposing,11
179,Proposing,11,Closing,12
179,Closing,12,Prospecting,13
179,Prospecting,13,Prospecting,14
179,Prospecting,14,Qualifying,15
179,Qualifying,15,Proposing,16
179,Proposing,16,Negotiating,17
179,Negotiating,17,Closing,18
179,Closing,18,Prospecting,19
179,Prospecting,19,Qualifying,20
179,Qualifying,20,Proposing,21
179,Proposing,21,Closing,22
179,Closing,22,Proposing,23
179,Proposing,23,Proposing,24
179,Proposing,24,Negotiating,25
179,Negotiating,25,Closing,26
179,Closing,26,Closing,27
179,Closing,27,Maintaining,28
180,Prospecting,1,Prospecting,2
180,Prospecting,2,Qualifying,3
180,Qualifying,3,Qualifying,4
180,Qualifying,4,Qualifying,5
180,Qualifying,5,Qualifying,6
180,Qualifying,6,Qualifying,7
180,Qualifying,7,Qualifying,8
180,Qualifying,8,Qualifying,9
180,Qualifying,9,Proposing,10
180,Proposing,10,Proposing,11
180,Proposing,11,Closing,12
180,Closing,12,Maintaining,13
181,Prospecting,1,Prospecting,2
181,Prospecting,2,Prospecting,3
181,Prospecting,3,Qualifying,4
181,Qualifying,4,Qualifying,5
181,Qualifying,5,Qualifying,6
181,Qualifying,6,Qualifying,7
181,Qualifying,7,Proposing,8
181,Proposing,8,Qualifying,9
181,Qualifying,9,Qualifying,10
181,Qualifying,10,Proposing,11
181,Proposing,11,Negotiating,12
181,Negotiating,12,Proposing,13
181,Proposing,13,Proposing,14
181,Proposing,14,Negotiating,15
181,Negotiating,15,Negotiating,16
181,Negotiating,16,Negotiating,17
181,Negotiating,17,Proposing,18
181,Proposing,18,Negotiating,19
181,Negotiating,19,Closing,20
181,Closing,20,Maintaining,21
182,Prospecting,1,Prospecting,2
182,Prospecting,2,Qualifying,3
182,Qualifying,3,Proposing,4
182,Proposing,4,Negotiating,5
182,Negotiating,5,Closing,6
182,Closing,6,Closing,7
182,Closing,7,Prospecting,8
182,Prospecting,8,Prospecting,9
182,Prospecting,9,Prospecting,10
182,Prospecting,10,Qualifying,11
182,Qualifying,11,Proposing,12
182,Proposing,12,Proposing,13
182,Proposing,13,Negotiating,14
182,Negotiating,14,Negotiating,15
182,Negotiating,15,Closing,16
182,Closing,16,Prospecting,17
182,Prospecting,17,Prospecting,18
182,Prospecting,18,Prospecting,19
182,Prospecting,19,Prospecting,20
182,Prospecting,20,Qualifying,21
182,Qualifying,21,Proposing,22
182,Proposing,22,Closing,23
182,Closing,23,Proposing,24
182,Proposing,24,Closing,25
182,Closing,25,Maintaining,26
183,Prospecting,1,Prospecting,2
183,Prospecting,2,Prospecting,3
183,Prospecting,3,Qualifying,4
183,Qualifying,4,Qualifying,5
183,Qualifying,5,Qualifying,6
183,Qualifying,6,Qualifying,7
183,Qualifying,7,Proposing,8
183,Proposing,8,Qualifying,9
183,Qualifying,9,Proposing,10
183,Proposing,10,Closing,11
183,Closing,11,Maintaining,12
184,Prospecting,1,Prospecting,2
184,Prospecting,2,Qualifying,3
184,Qualifying,3,Proposing,4
184,Proposing,4,Closing,5
184,Closing,5,Closing,6
184,Closing,6,Closing,7
184,Closing,7,Prospecting,8
184,Prospecting,8,Qualifying,9
184,Qualifying,9,Qualifying,10
184,Qualifying,10,Qualifying,11
184,Qualifying,11,Qualifying,12
184,Qualifying,12,Qualifying,13
184,Qualifying,13,Proposing,14
184,Proposing,14,Negotiating,15
184,Negotiating,15,Negotiating,16
184,Negotiating,16,Closing,17
184,Closing,17,Maintaining,18
185,Prospecting,1,Qualifying,2
185,Qualifying,2,Qualifying,3
185,Qualifying,3,Qualifying,4
185,Qualifying,4,Proposing,5
185,Proposing,5,Negotiating,6
185,Negotiating,6,Negotiating,7
185,Negotiating,7,Negotiating,8
185,Negotiating,8,Negotiating,9
185,Negotiating,9,Negotiating,10
185,Negotiating,10,Negotiating,11
185,Negotiating,11,Negotiating,12
185,Negotiating,12,Negotiating,13
185,Negotiating,13,Negotiating,14
185,Negotiating,14,Negotiating,15
185,Negotiating,15,Negotiating,16
185,Negotiating,16,Proposing,17
185,Proposing,17,Proposing,18
185,Proposing,18,Proposing,19
185,Proposing,19,Negotiating,20
185,Negotiating,20,Closing,21
185,Closing,21,Closing,22
185,Closing,22,Closing,23
185,Closing,23,Maintaining,24
186,Prospecting,1,Qualifying,2
186,Qualifying,2,Proposing,3
186,Proposing,3,Closing,4
186,Closing,4,Maintaining,5
187,Prospecting,1,Prospecting,2
187,Prospecting,2,Prospecting,3
187,Prospecting,3,Prospecting,4
187,Prospecting,4,Qualifying,5
187,Qualifying,5,Proposing,6
187,Proposing,6,Closing,7
187,Closing,7,Prospecting,8
187,Prospecting,8,Prospecting,9
187,Prospecting,9,Qualifying,10
187,Qualifying,10,Qualifying,11
187,Qualifying,11,Proposing,12
187,Proposing,12,Proposing,13
187,Proposing,13,Qualifying,14
187,Qualifying,14,Qualifying,15
187,Qualifying,15,Proposing,16
187,Proposing,16,Proposing,17
187,Proposing,17,Closing,18
187,Closing,18,Proposing,19
187,Proposing,19,Proposing,20
187,Proposing,20,Negotiating,21
187,Negotiating,21,Negotiating,22
187,Negotiating,22,Proposing,23
187,Proposing,23,Proposing,24
187,Proposing,24,Closing,25
187,Closing,25,Prospecting,26
187,Prospecting,26,Qualifying,27
187,Qualifying,27,Qualifying,28
187,Qualifying,28,Qualifying,29
187,Qualifying,29,Qualifying,30
187,Qualifying,30,Proposing,31
187,Proposing,31,Negotiating,32
187,Negotiating,32,Negotiating,33
187,Negotiating,33,Negotiating,34
187,Negotiating,34,Negotiating,35
187,Negotiating,35,Negotiating,36
187,Negotiating,36,Closing,37
187,Closing,37,Proposing,38
187,Proposing,38,Negotiating,39
187,Negotiating,39,Closing,40
187,Closing,40,Closing,41
187,Closing,41,Closing,42
187,Closing,42,Prospecting,43
187,Prospecting,43,Prospecting,44
187,Prospecting,44,Prospecting,45
187,Prospecting,45,Prospecting,46
187,Prospecting,46,Prospecting,47
187,Prospecting,47,Qualifying,48
187,Qualifying,48,Qualifying,49
187,Qualifying,49,Qualifying,50
187,Qualifying,50,Qualifying,51
187,Qualifying,51,Qualifying,52
187,Qualifying,52,Proposing,53
187,Proposing,53,Proposing,54
187,Proposing,54,Proposing,55
187,Proposing,55,Qualifying,56
187,Qualifying,56,Qualifying,57
187,Qualifying,57,Qualifying,58
187,Qualifying,58,Qualifying,59
187,Qualifying,59,Proposing,60
187,Proposing,60,Proposing,61
187,Proposing,61,Negotiating,62
187,Negotiating,62,Negotiating,63
187,Negotiating,63,Negotiating,64
187,Negotiating,64,Closing,65
187,Closing,65,Prospecting,66
187,Prospecting,66,Qualifying,67
187,Qualifying,67,Proposing,68
187,Proposing,68,Proposing,69
187,Proposing,69,Negotiating,70
187,Negotiating,70,Negotiating,71
187,Negotiating,71,Closing,72
187,Closing,72,Prospecting,73
187,Prospecting,73,Prospecting,74
187,Prospecting,74,Qualifying,75
187,Qualifying,75,Qualifying,76
187,Qualifying,76,Qualifying,77
187,Qualifying,77,Proposing,78
187,Proposing,78,Negotiating,79
187,Negotiating,79,Negotiating,80
187,Negotiating,80,Proposing,81
187,Proposing,81,Proposing,82
187,Proposing,82,Negotiating,83
187,Negotiating,83,Negotiating,84
187,Negotiating,84,Negotiating,85
187,Negotiating,85,Negotiating,86
187,Negotiating,86,Negotiating,87
187,Negotiating,87,Negotiating,88
187,Negotiating,88,Proposing,89
187,Proposing,89,Closing,90
187,Closing,90,Prospecting,91
187,Prospecting,91,Prospecting,92
187,Prospecting,92,Qualifying,93
187,Qualifying,93,Proposing,94
187,Proposing,94,Proposing,95
187,Proposing,95,Closing,96
187,Closing,96,Prospecting,97
187,Prospecting,97,Qualifying,98
187,Qualifying,98,Qualifying,99
187,Qualifying,99,Proposing,100
187,Proposing,100,Closing,101
187,Closing,101,Maintaining,102
188,Prospecting,1,Qualifying,2
188,Qualifying,2,Qualifying,3
188,Qualifying,3,Qualifying,4
188,Qualifying,4,Proposing,5
188,Proposing,5,Proposing,6
188,Proposing,6,Proposing,7
188,Proposing,7,Proposing,8
188,Proposing,8,Proposing,9
188,Proposing,9,Proposing,10
188,Proposing,10,Proposing,11
188,Proposing,11,Proposing,12
188,Proposing,12,Closing,13
188,Closing,13,Maintaining,14
189,Prospecting,1,Prospecting,2
189,Prospecting,2,Prospecting,3
189,Prospecting,3,Qualifying,4
189,Qualifying,4,Qualifying,5
189,Qualifying,5,Proposing,6
189,Proposing,6,Proposing,7
189,Proposing,7,Proposing,8
189,Proposing,8,Negotiating,9
189,Negotiating,9,Closing,10
189,Closing,10,Prospecting,11
189,Prospecting,11,Prospecting,12
189,Prospecting,12,Prospecting,13
189,Prospecting,13,Prospecting,14
189,Prospecting,14,Qualifying,15
189,Qualifying,15,Proposing,16
189,Proposing,16,Negotiating,17
189,Negotiating,17,Negotiating,18
189,Negotiating,18,Negotiating,19
189,Negotiating,19,Negotiating,20
189,Negotiating,20,Proposing,21
189,Proposing,21,Negotiating,22
189,Negotiating,22,Closing,23
189,Closing,23,Closing,24
189,Closing,24,Closing,25
189,Closing,25,Prospecting,26
189,Prospecting,26,Qualifying,27
189,Qualifying,27,Qualifying,28
189,Qualifying,28,Qualifying,29
189,Qualifying,29,Proposing,30
189,Proposing,30,Qualifying,31
189,Qualifying,31,Proposing,32
189,Proposing,32,Negotiating,33
189,Negotiating,33,Closing,34
189,Closing,34,Maintaining,35
190,Prospecting,1,Prospecting,2
190,Prospecting,2,Prospecting,3
190,Prospecting,3,Qualifying,4
190,Qualifying,4,Qualifying,5
190,Qualifying,5,Qualifying,6
190,Qualifying,6,Proposing,7
190,Proposing,7,Negotiating,8
190,Negotiating,8,Closing,9
190,Closing,9,Prospecting,10
190,Prospecting,10,Qualifying,11
190,Qualifying,11,Proposing,12
190,Proposing,12,Negotiating,13
190,Negotiating,13,Proposing,14
190,Proposing,14,Negotiating,15
190,Negotiating,15,Negotiating,16
190,Negotiating,16,Proposing,17
190,Proposing,17,Closing,18
190,Closing,18,Prospecting,19
190,Prospecting,19,Prospecting,20
190,Prospecting,20,Prospecting,21
190,Prospecting,21,Qualifying,22
190,Qualifying,22,Qualifying,23
190,Qualifying,23,Qualifying,24
190,Qualifying,24,Qualifying,25
190,Qualifying,25,Proposing,26
190,Proposing,26,Qualifying,27
190,Qualifying,27,Proposing,28
190,Proposing,28,Proposing,29
190,Proposing,29,Negotiating,30
190,Negotiating,30,Negotiating,31
190,Negotiating,31,Closing,32
190,Closing,32,Maintaining,33
191,Prospecting,1,Prospecting,2
191,Prospecting,2,Qualifying,3
191,Qualifying,3,Proposing,4
191,Proposing,4,Proposing,5
191,Proposing,5,Proposing,6
191,Proposing,6,Negotiating,7
191,Negotiating,7,Closing,8
191,Closing,8,Closing,9
191,Closing,9,Prospecting,10
191,Prospecting,10,Qualifying,11
191,Qualifying,11,Proposing,12
191,Proposing,12,Closing,13
191,Closing,13,Proposing,14
191,Proposing,14,Negotiating,15
191,Negotiating,15,Negotiating,16
191,Negotiating,16,Proposing,17
191,Proposing,17,Closing,18
191,Closing,18,Maintaining,19
192,Prospecting,1,Prospecting,2
192,Prospecting,2,Qualifying,3
192,Qualifying,3,Qualifying,4
192,Qualifying,4,Qualifying,5
192,Qualifying,5,Qualifying,6
192,Qualifying,6,Qualifying,7
192,Qualifying,7,Proposing,8
192,Proposing,8,Negotiating,9
192,Negotiating,9,Closing,10
192,Closing,10,Closing,11
192,Closing,11,Maintaining,12
193,Prospecting,1,Prospecting,2
193,Prospecting,2,Prospecting,3
193,Prospecting,3,Qualifying,4
193,Qualifying,4,Qualifying,5
193,Qualifying,5,Proposing,6
193,Proposing,6,Proposing,7
193,Proposing,7,Proposing,8
193,Proposing,8,Negotiating,9
193,Negotiating,9,Closing,10
193,Closing,10,Maintaining,11
194,Prospecting,1,Prospecting,2
194,Prospecting,2,Prospecting,3
194,Prospecting,3,Prospecting,4
194,Prospecting,4,Prospecting,5
194,Prospecting,5,Qualifying,6
194,Qualifying,6,Qualifying,7
194,Qualifying,7,Proposing,8
194,Proposing,8,Negotiating,9
194,Negotiating,9,Negotiating,10
194,Negotiating,10,Negotiating,11
194,Negotiating,11,Closing,12
194,Closing,12,Maintaining,13
195,Prospecting,1,Prospecting,2
195,Prospecting,2,Qualifying,3
195,Qualifying,3,Proposing,4
195,Proposing,4,Proposing,5
195,Proposing,5,Qualifying,6
195,Qualifying,6,Qualifying,7
195,Qualifying,7,Qualifying,8
195,Qualifying,8,Qualifying,9
195,Qualifying,9,Qualifying,10
195,Qualifying,10,Proposing,11
195,Proposing,11,Proposing,12
195,Proposing,12,Negotiating,13
195,Negotiating,13,Closing,14
195,Closing,14,Maintaining,15
196,Prospecting,1,Prospecting,2
196,Prospecting,2,Qualifying,3
196,Qualifying,3,Qualifying,4
196,Qualifying,4,Proposing,5
196,Proposing,5,Negotiating,6
196,Negotiating,6,Negotiating,7
196,Negotiating,7,Negotiating,8
196,Negotiating,8,Proposing,9
196,Proposing,9,Closing,10
196,Closing,10,Closing,11
196,Closing,11,Maintaining,12
197,Prospecting,1,Prospecting,2
197,Prospecting,2,Prospecting,3
197,Prospecting,3,Prospecting,4
197,Prospecting,4,Prospecting,5
197,Prospecting,5,Qualifying,6
197,Qualifying,6,Proposing,7
197,Proposing,7,Proposing,8
197,Proposing,8,Negotiating,9
197,Negotiating,9,Closing,10
197,Closing,10,Closing,11
197,Closing,11,Prospecting,12
197,Prospecting,12,Qualifying,13
197,Qualifying,13,Proposing,14
197,Proposing,14,Negotiating,15
197,Negotiating,15,Closing,16
197,Closing,16,Maintaining,17
198,Prospecting,1,Prospecting,2
198,Prospecting,2,Prospecting,3
198,Prospecting,3,Prospecting,4
198,Prospecting,4,Qualifying,5
198,Qualifying,5,Qualifying,6
198,Qualifying,6,Proposing,7
198,Proposing,7,Qualifying,8
198,Qualifying,8,Proposing,9
198,Proposing,9,Closing,10
198,Closing,10,Closing,11
198,Closing,11,Maintaining,12
199,Prospecting,1,Qualifying,2
199,Qualifying,2,Qualifying,3
199,Qualifying,3,Qualifying,4
199,Qualifying,4,Qualifying,5
199,Qualifying,5,Proposing,6
199,Proposing,6,Proposing,7
199,Proposing,7,Proposing,8
199,Proposing,8,Negotiating,9
199,Negotiating,9,Negotiating,10
199,Negotiating,10,Negotiating,11
199,Negotiating,11,Negotiating,12
199,Negotiating,12,Proposing,13
199,Proposing,13,Closing,14
199,Closing,14,Maintaining,15
200,Prospecting,1,Prospecting,2
200,Prospecting,2,Prospecting,3
200,Prospecting,3,Qualifying,4
200,Qualifying,4,Qualifying,5
200,Qualifying,5,Proposing,6
200,Proposing,6,Proposing,7
200,Proposing,7,Closing,8
200,Closing,8,Closing,9
200,Closing,9,Closing,10
200,Closing,10,Prospecting,11
200,Prospecting,11,Prospecting,12
200,Prospecting,12,Qualifying,13
200,Qualifying,13,Proposing,14
200,Proposing,14,Closing,15
200,Closing,15,Maintaining,16
201,Prospecting,1,Prospecting,2
201,Prospecting,2,Prospecting,3
201,Prospecting,3,Prospecting,4
201,Prospecting,4,Prospecting,5
201,Prospecting,5,Prospecting,6
201,Prospecting,6,Qualifying,7
201,Qualifying,7,Qualifying,8
201,Qualifying,8,Qualifying,9
201,Qualifying,9,Proposing,10
201,Proposing,10,Qualifying,11
201,Qualifying,11,Qualifying,12
201,Qualifying,12,Proposing,13
201,Proposing,13,Negotiating,14
201,Negotiating,14,Negotiating,15
201,Negotiating,15,Negotiating,16
201,Negotiating,16,Negotiating,17
201,Negotiating,17,Negotiating,18
201,Negotiating,18,Closing,19
201,Closing,19,Prospecting,20
201,Prospecting,20,Qualifying,21
201,Qualifying,21,Proposing,22
201,Proposing,22,Negotiating,23
201,Negotiating,23,Negotiating,24
201,Negotiating,24,Negotiating,25
201,Negotiating,25,Negotiating,26
201,Negotiating,26,Closing,27
201,Closing,27,Proposing,28
201,Proposing,28,Closing,29
201,Closing,29,Maintaining,30
202,Prospecting,1,Qualifying,2
202,Qualifying,2,Qualifying,3
202,Qualifying,3,Qualifying,4
202,Qualifying,4,Qualifying,5
202,Qualifying,5,Qualifying,6
202,Qualifying,6,Qualifying,7
202,Qualifying,7,Qualifying,8
202,Qualifying,8,Qualifying,9
202,Qualifying,9,Proposing,10
202,Proposing,10,Proposing,11
202,Proposing,11,Proposing,12
202,Proposing,12,Proposing,13
202,Proposing,13,Negotiating,14
202,Negotiating,14,Negotiating,15
202,Negotiating,15,Closing,16
202,Closing,16,Maintaining,17
203,Prospecting,1,Prospecting,2
203,Prospecting,2,Qualifying,3
203,Qualifying,3,Proposing,4
203,Proposing,4,Negotiating,5
203,Negotiating,5,Negotiating,6
203,Negotiating,6,Negotiating,7
203,Negotiating,7,Proposing,8
203,Proposing,8,Closing,9
203,Closing,9,Maintaining,10
204,Prospecting,1,Prospecting,2
204,Prospecting,2,Prospecting,3
204,Prospecting,3,Prospecting,4
204,Prospecting,4,Prospecting,5
204,Prospecting,5,Qualifying,6
204,Qualifying,6,Qualifying,7
204,Qualifying,7,Qualifying,8
204,Qualifying,8,Qualifying,9
204,Qualifying,9,Proposing,10
204,Proposing,10,Negotiating,11
204,Negotiating,11,Negotiating,12
204,Negotiating,12,Closing,13
204,Closing,13,Closing,14
204,Closing,14,Maintaining,15
205,Prospecting,1,Prospecting,2
205,Prospecting,2,Qualifying,3
205,Qualifying,3,Qualifying,4
205,Qualifying,4,Qualifying,5
205,Qualifying,5,Qualifying,6
205,Qualifying,6,Qualifying,7
205,Qualifying,7,Qualifying,8
205,Qualifying,8,Proposing,9
205,Proposing,9,Negotiating,10
205,Negotiating,10,Proposing,11
205,Proposing,11,Proposing,12
205,Proposing,12,Proposing,13
205,Proposing,13,Qualifying,14
205,Qualifying,14,Proposing,15
205,Proposing,15,Closing,16
205,Closing,16,Prospecting,17
205,Prospecting,17,Qualifying,18
205,Qualifying,18,Qualifying,19
205,Qualifying,19,Proposing,20
205,Proposing,20,Negotiating,21
205,Negotiating,21,Negotiating,22
205,Negotiating,22,Closing,23
205,Closing,23,Proposing,24
205,Proposing,24,Negotiating,25
205,Negotiating,25,Proposing,26
205,Proposing,26,Proposing,27
205,Proposing,27,Negotiating,28
205,Negotiating,28,Negotiating,29
205,Negotiating,29,Proposing,30
205,Proposing,30,Closing,31
205,Closing,31,Closing,32
205,Closing,32,Maintaining,33
206,Prospecting,1,Prospecting,2
206,Prospecting,2,Prospecting,3
206,Prospecting,3,Qualifying,4
206,Qualifying,4,Proposing,5
206,Proposing,5,Qualifying,6
206,Qualifying,6,Qualifying,7
206,Qualifying,7,Qualifying,8
206,Qualifying,8,Qualifying,9
206,Qualifying,9,Qualifying,10
206,Qualifying,10,Proposing,11
206,Proposing,11,Negotiating,12
206,Negotiating,12,Closing,13
206,Closing,13,Maintaining,14
207,Prospecting,1,Prospecting,2
207,Prospecting,2,Prospecting,3
207,Prospecting,3,Qualifying,4
207,Qualifying,4,Proposing,5
207,Proposing,5,Negotiating,6
207,Negotiating,6,Negotiating,7
207,Negotiating,7,Closing,8
207,Closing,8,Maintaining,9
208,Prospecting,1,Prospecting,2
208,Prospecting,2,Prospecting,3
208,Prospecting,3,Qualifying,4
208,Qualifying,4,Qualifying,5
208,Qualifying,5,Qualifying,6
208,Qualifying,6,Proposing,7
208,Proposing,7,Closing,8
208,Closing,8,Maintaining,9
209,Prospecting,1,Qualifying,2
209,Qualifying,2,Qualifying,3
209,Qualifying,3,Proposing,4
209,Proposing,4,Qualifying,5
209,Qualifying,5,Proposing,6
